reviewer_name,rating,review_text,date,review_source,extraction_timestamp,review_detected_lang,review_translated
Sehoon Jeon,1/5,"Worst service quality & room condition. At first I checked-in 47th floor, harbor view room but found dust & ants living there. So I asked room change and waste 2hrs move to 42th floow city view room. Not only that I was not able to access my room after came back from swimming pool. Again I was waiting dozen minute after call to reception with fully wet condition. Now I'm waiting the new key and it will take another 20~30 mins. I complained a staff who look like manager about this ridiculous situation, but he just suggest me to leave feedback.","3 years ago on
Google",Google,2025-09-13 13:27:09,en,"Worst service quality & room condition. At first I checked-in 47th floor, harbor view room but found dust & ants living there. So I asked room change and waste 2hrs move to 42th floow city view room. Not only that I was not able to access my room after came back from swimming pool. Again I was waiting dozen minute after call to reception with fully wet condition. Now I'm waiting the new key and it will take another 20~30 mins. I complained a staff who look like manager about this ridiculous situation, but he just suggest me to leave feedback."
Helena Tang-Lim,2/5,"Considering this is a 5 star hotel I am extremely disppointed in the appointment of the rooms and house keeping service of the hotel. Granted I had a huge corner room with a wonderful view which was nice but that's where it ends. The finishing was basic and not in the least luxurious. The bed was OK but the bedding lacked the plushness that I would expect from a hotel of this calibre. In particular the duvet felt thin and old.

I truly appreciate that all towels were individually shrink wrapped, probably because of covid right now but it would appear that they have eschewed fabric softener. The towels were old and frankly the roughest I've used in a 5 star hotel.

Sadly the housekeeping was also sadly lacking. The mini bar and snacks were to have been replenished daily. Although the bar was replenished the snacks were not and we had to ask for it. What really surprised me though was the housekeeping staff entered the room without knocking while we were in the room. Used their master key and came right in to bring us our snacks.

MBS you need to up your game.","4 years ago on
Google",Google,2025-09-13 13:27:16,en,"Considering this is a 5 star hotel I am extremely disppointed in the appointment of the rooms and house keeping service of the hotel. Granted I had a huge corner room with a wonderful view which was nice but that's where it ends. The finishing was basic and not in the least luxurious. The bed was OK but the bedding lacked the plushness that I would expect from a hotel of this calibre. In particular the duvet felt thin and old.

I truly appreciate that all towels were individually shrink wrapped, probably because of covid right now but it would appear that they have eschewed fabric softener. The towels were old and frankly the roughest I've used in a 5 star hotel.

Sadly the housekeeping was also sadly lacking. The mini bar and snacks were to have been replenished daily. Although the bar was replenished the snacks were not and we had to ask for it. What really surprised me though was the housekeeping staff entered the room without knocking while we were in the room. Used their master key and came right in to bring us our snacks.

MBS you need to up your game."
Mats Lingblad,3/5,"Shopping mall for the crowd that does not mind paying $1,000 for a t-shirt or $10,000 for a handbag. The shops are creating queues to enter even though there are no Chinese tourists during covid. Commerce will begin when the Chinese can travel abroad again. Maybe 2023","3 years ago on
Google",Google,2025-09-13 13:27:22,en,"Shopping mall for the crowd that does not mind paying $1,000 for a t-shirt or $10,000 for a handbag. The shops are creating queues to enter even though there are no Chinese tourists during covid. Commerce will begin when the Chinese can travel abroad again. Maybe 2023"
Nasvill Pereira,5/5,"A good stay with a lot of options to de stress and have an enjoyable experience with family! The infinity pool is the highlight and you are spoilt for choice with the number of options for eating. Cest La Vie is certainly a to go place while here. Of course, the trip is incomplete without a visit to the casino. The Gardens by the bay is a walking distance! And the hotel is well connect to public transport with buses as well as the MRT. The Shoppes like I said in my other review is a rich man’s playground but has options for everyone!!!","3 years ago on
Google",Google,2025-09-13 13:27:22,en,"A good stay with a lot of options to de stress and have an enjoyable experience with family! The infinity pool is the highlight and you are spoilt for choice with the number of options for eating. Cest La Vie is certainly a to go place while here. Of course, the trip is incomplete without a visit to the casino. The Gardens by the bay is a walking distance! And the hotel is well connect to public transport with buses as well as the MRT. The Shoppes like I said in my other review is a rich man’s playground but has options for everyone!!!"
Wee Hock ONG,5/5,dinner and dance..don't drive.,"5 months ago on
Google",Google,2025-09-13 13:27:29,en,dinner and dance..don't drive.
Siqi Yi,5/5,"The pool at the top has amazing view. Free sauna, steam room and jacuzzi. Facilities are nice but a bit old","2 years ago on
Google",Google,2025-09-13 13:27:36,en,"The pool at the top has amazing view. Free sauna, steam room and jacuzzi. Facilities are nice but a bit old"
Mert Gündüz,5/5,"This is the largest shopping mall I have ever been to. You will be able to see basically every luxury brands like Gucci, Versace, Rolex and so on, however you can still find a handful of shops that aren't too expensive as well. Overall, it's definitely a must-see, even if you don't intend to buy anything.","6 years ago on
Google",Google,2025-09-13 13:27:36,en,"This is the largest shopping mall I have ever been to. You will be able to see basically every luxury brands like Gucci, Versace, Rolex and so on, however you can still find a handful of shops that aren't too expensive as well. Overall, it's definitely a must-see, even if you don't intend to buy anything."
Kristy Robinson,4/5,even if you don't buy anything it's worth taking a look around. there's a canal where you can ride gondolas and a really wonderful water display which I can only describe as a funnel. eating around here is more pricey than other parts of the city but that's to expected when all the stores are high end. if you're using the metro catch the train to bayfront which takes you straight to the centre.,"8 years ago on
Google",Google,2025-09-13 13:27:36,en,even if you don't buy anything it's worth taking a look around. there's a canal where you can ride gondolas and a really wonderful water display which I can only describe as a funnel. eating around here is more pricey than other parts of the city but that's to expected when all the stores are high end. if you're using the metro catch the train to bayfront which takes you straight to the centre.
Mirza Gazali,5/5,Shopping mall is filled with top end international brands. Target audience is the rich and well heeled. Design and decor are excellent. Place is large with an indoor boat ride that costs $10 per person per ride.,"5 years ago on
Google",Google,2025-09-13 13:27:42,en,Shopping mall is filled with top end international brands. Target audience is the rich and well heeled. Design and decor are excellent. Place is large with an indoor boat ride that costs $10 per person per ride.
Lonely Wolf,5/5,"Yoga at an altitude of more than 200 meters 😍

The observation deck of the Marina Bay Sands skyscraper, made in the form of a ship, acts as a huge entertainment center where you can relax in the shade of real trees, swim in a huge pool overlooking the entire city.","2 years ago on
Google",Google,2025-09-13 13:27:42,en,"Yoga at an altitude of more than 200 meters 😍

The observation deck of the Marina Bay Sands skyscraper, made in the form of a ship, acts as a huge entertainment center where you can relax in the shade of real trees, swim in a huge pool overlooking the entire city."
Khairul Anuar Shaharudin,3/5,I come from Malaysia where there are better theme parks and gardens with real flowers that are not made of steel and electric. I know people are attracted to this place as the monstrosity of electric flowers are on proper walk and easy to access. Lovely but nah...,"5 years ago on
Google",Google,2025-09-13 13:27:49,en,I come from Malaysia where there are better theme parks and gardens with real flowers that are not made of steel and electric. I know people are attracted to this place as the monstrosity of electric flowers are on proper walk and easy to access. Lovely but nah...
James Ong,1/5,"Parking is now $14 per entry from 7pm. Before it cost $14/hour.

$4 coupon only can be used for prestige and above members.","2 years ago on
Google",Google,2025-09-13 13:27:49,en,"Parking is now $14 per entry from 7pm. Before it cost $14/hour.

$4 coupon only can be used for prestige and above members."
Max S.,2/5,"Too expensive, especially the food you can get so much cheaper elsewhere in the city in any local street food market. The positive about this mall: Aircon. So go there, cool down during your walk and then head out into the city if you're hungry.","5 years ago on
Google",Google,2025-09-13 13:27:49,en,"Too expensive, especially the food you can get so much cheaper elsewhere in the city in any local street food market. The positive about this mall: Aircon. So go there, cool down during your walk and then head out into the city if you're hungry."
Ram Brar,1/5,Reply bad experience about casino we loss on Premier card then will allow to enter. When any special occasions they allow only Gold card members and above . Even we loss money during Premier member card. Really nonsense to all premier card members. Why we waste money on normal days. if they won’t allow us on special days.,"Edited 3 years ago on
Google",Google,2025-09-13 13:27:49,en,Reply bad experience about casino we loss on Premier card then will allow to enter. When any special occasions they allow only Gold card members and above . Even we loss money during Premier member card. Really nonsense to all premier card members. Why we waste money on normal days. if they won’t allow us on special days.
Rafid Rivu,5/5,The best hotel in Singapore. The views are just spectacular. An icon of Singapore. Their shopping mall is also really good for buying branded products.,"2 years ago on
Google",Google,2025-09-13 13:27:49,en,The best hotel in Singapore. The views are just spectacular. An icon of Singapore. Their shopping mall is also really good for buying branded products.
Joe Ng,4/5,"This is a wonderful airy space with boutiques and celebrity chef restaurants.  It is reminiscent of places like the Crystal Shops at Aria in  Las Vegas.  There is a also a skating rink right next to the food court which also has some really decent offerings, especially if exploring local cuisine.","7 years ago on
Google",Google,2025-09-13 13:27:49,en,"This is a wonderful airy space with boutiques and celebrity chef restaurants.  It is reminiscent of places like the Crystal Shops at Aria in  Las Vegas.  There is a also a skating rink right next to the food court which also has some really decent offerings, especially if exploring local cuisine."
Pete Whelan,4/5,Nice shopping centre. Food court is good value and massive choice. Observation deck is a good way to see Singapore skyline.,"2 years ago on
Google",Google,2025-09-13 13:27:49,en,Nice shopping centre. Food court is good value and massive choice. Observation deck is a good way to see Singapore skyline.
Ankit Shah,5/5,An indispensable corner of sin which u just can't afford to miss even if it's a very short trip. An eye goggling spot which gives almost an Ariel view of the city and leaves no stone unturned to impress you to the core. A must must visit!!,"3 years ago on
Google",Google,2025-09-13 13:27:49,en,An indispensable corner of sin which u just can't afford to miss even if it's a very short trip. An eye goggling spot which gives almost an Ariel view of the city and leaves no stone unturned to impress you to the core. A must must visit!!
Zaid Taha,5/5,Gazing over the glittering city lights from the iconic Marina Bay Sands observatory deck at night—an awe-inspiring view that captures the essence of urban elegance.,"a year ago on
Google",Google,2025-09-13 13:27:56,en,Gazing over the glittering city lights from the iconic Marina Bay Sands observatory deck at night—an awe-inspiring view that captures the essence of urban elegance.
Bryan-David Grigri,5/5,Great hotel in a great spot.,"4 months ago on
Google",Google,2025-09-13 13:28:03,en,Great hotel in a great spot.
Janet Chan,5/5,We rented a bicycle and ride around the Marina Bay area it was beautiful and amazing view and experiences. Cover many places otherwise would take many hours to walk around.,"2 years ago on
Google",Google,2025-09-13 13:28:10,en,We rented a bicycle and ride around the Marina Bay area it was beautiful and amazing view and experiences. Cover many places otherwise would take many hours to walk around.
Ho Chun Huang,5/5,My wife and I went to Spago Lounge to celebrate our 20th anniversary. The experience was impeccable. We did enjoy our time in Marina Bay Sands Singapore.,"Edited a year ago on
Google",Google,2025-09-13 13:28:16,en,My wife and I went to Spago Lounge to celebrate our 20th anniversary. The experience was impeccable. We did enjoy our time in Marina Bay Sands Singapore.
Yaniv B,5/5,"360 degree fantastic views, whilst walking around the deck.

They have draught beer up there, and two bars open later (but may need booking)","2 years ago on
Google",Google,2025-09-13 13:28:16,en,"360 degree fantastic views, whilst walking around the deck.

They have draught beer up there, and two bars open later (but may need booking)"
kavindu peiris,5/5,"One of the best places i have visited. Highly recommended
.The crew was really good and friendly. The room was really clean and have maintained high standards.The pool was super entertaining and the view was brilliant.If you visit singapore you should definitly try this hotel","4 years ago on
Google",Google,2025-09-13 13:28:23,en,"One of the best places i have visited. Highly recommended
.The crew was really good and friendly. The room was really clean and have maintained high standards.The pool was super entertaining and the view was brilliant.If you visit singapore you should definitly try this hotel"
Val Rukhaylo,5/5,"Amazing ingineering, beautiful statement, accomplishment, and tribute to Singaporean achievement, to turn small, resourse poor but human rich island into a Jewel of the south pacific.

I am Ukrainian, and always in amazement to see and appreciate the unity and accomplishment of people of Singapore 🇸🇬!
Kudos and earned prosperity to all of you! Your history and growing up were tough, but you not only survived but built yourself into a worthy powerhouse!
Love you and strive to become strong, Independent and Free like you!","2 years ago on
Google",Google,2025-09-13 13:28:30,en,"Amazing ingineering, beautiful statement, accomplishment, and tribute to Singaporean achievement, to turn small, resourse poor but human rich island into a Jewel of the south pacific.

I am Ukrainian, and always in amazement to see and appreciate the unity and accomplishment of people of Singapore 🇸🇬!
Kudos and earned prosperity to all of you! Your history and growing up were tough, but you not only survived but built yourself into a worthy powerhouse!
Love you and strive to become strong, Independent and Free like you!"
Kesava Varma,5/5,Amazing view and amazing rooms... Simple superb ..  easy accessible to mall and gardens by the bay... Recommend taking gardens view ...,"a year ago on
Google",Google,2025-09-13 13:28:36,en,Amazing view and amazing rooms... Simple superb ..  easy accessible to mall and gardens by the bay... Recommend taking gardens view ...
Abhishek Gupta,5/5,"Casino is really good and very large in space and the number of tables.

Entry for people with foreign passport is free and you can get chips for 10sgd to any amount.

They have multiple games like roulette, cards, poker, wheel, 777, and many other video games...

Coffee, water and soft drinks are completely free of cost..
Go enjoy and lose win some of the money..","6 years ago on
Google",Google,2025-09-13 13:28:43,en,"Casino is really good and very large in space and the number of tables.

Entry for people with foreign passport is free and you can get chips for 10sgd to any amount.

They have multiple games like roulette, cards, poker, wheel, 777, and many other video games...

Coffee, water and soft drinks are completely free of cost..
Go enjoy and lose win some of the money.."
Tyler Lund,4/5,"Upscale mall but not unreasonably priced considering the location. Most importantly, they have fantastic air conditioning and free WiFi, perfect for a break when traveling. The restaurants are pricey, but not as excessive as you may expect with the location.","10 years ago on
Google",Google,2025-09-13 13:28:49,en,"Upscale mall but not unreasonably priced considering the location. Most importantly, they have fantastic air conditioning and free WiFi, perfect for a break when traveling. The restaurants are pricey, but not as excessive as you may expect with the location."
Fraser Paskell,5/5,"These are very tempting shops. Stay away, or leave cards at home. Amazing food court, the inspection for selection of food left our heads spinning. Good fun, impressive venue. Lots of choice.","5 years ago on
Google",Google,2025-09-13 13:28:50,en,"These are very tempting shops. Stay away, or leave cards at home. Amazing food court, the inspection for selection of food left our heads spinning. Good fun, impressive venue. Lots of choice."
Djohan Sutanto,3/5,"Art Singapore 2023 at Marina Bay Sands Exhibition Hall. 2 level of art exhibitions, displayed by multi national art galleries. Quite exciting to see many new and promising artists' work. However number of audiences were very much reduced compared to pre-covid time. It would be good if the organiser would provide at least free drinking water to the invitees during VIP viewing, instead of having  to pay more than $20 for a glass of house wine? Worse, we were rushed to pay for the bill right after the  wines were served. Queued by the waiter (believed to be the floor supervisor) that "" we have long queue of people who waiting to come in"". Hope the organiser look into this matter seriously.","2 years ago on
Google",Google,2025-09-13 13:28:50,en,"Art Singapore 2023 at Marina Bay Sands Exhibition Hall. 2 level of art exhibitions, displayed by multi national art galleries. Quite exciting to see many new and promising artists' work. However number of audiences were very much reduced compared to pre-covid time. It would be good if the organiser would provide at least free drinking water to the invitees during VIP viewing, instead of having  to pay more than $20 for a glass of house wine? Worse, we were rushed to pay for the bill right after the  wines were served. Queued by the waiter (believed to be the floor supervisor) that "" we have long queue of people who waiting to come in"". Hope the organiser look into this matter seriously."
xuane e,5/5,"hotel was very spacious and the view was awesome! the staffs and housekeepers were very  polite , they even greeted me good morning. it is really peaceful and the service they provide are amazing . had a great stay!","3 years ago on
Google",Google,2025-09-13 13:28:56,en,"hotel was very spacious and the view was awesome! the staffs and housekeepers were very  polite , they even greeted me good morning. it is really peaceful and the service they provide are amazing . had a great stay!"
Rizalita De Mesa,5/5,"Gorgeous experience to come in it
It was so great to experience to see and stay with it.
All over the place is fairly nice..
Very recommended.","a year ago on
Google",Google,2025-09-13 13:29:03,en,"Gorgeous experience to come in it
It was so great to experience to see and stay with it.
All over the place is fairly nice..
Very recommended."
Aik Sittichai,5/5,"A huge shopping complex with abundant choices of luxurious shops, restaurants, and also a very decent foodcourt in the lower ground level.
However, the underground passage is somewhat tricky and can get lost quite easily.","3 years ago on
Google",Google,2025-09-13 13:29:10,en,"A huge shopping complex with abundant choices of luxurious shops, restaurants, and also a very decent foodcourt in the lower ground level.
However, the underground passage is somewhat tricky and can get lost quite easily."
santosh chandrashekhar,5/5,Very nice structure along with the beautiful view of the skyline from the top. At the bottom is a huge Mall and food court. Overall very beautiful and well maintained mall.,"2 years ago on
Google",Google,2025-09-13 13:29:10,en,Very nice structure along with the beautiful view of the skyline from the top. At the bottom is a huge Mall and food court. Overall very beautiful and well maintained mall.
A. Urban,5/5,"Shout out and special thanks to Ruby at reception, Fir at the amazing infinity pool and Din and his colleagues whose name I forgot at the concierge desk. They recommended we have dinner at Podi & Poriyal which was our favourite restaurant in Singapore.","2 years ago on
Google",Google,2025-09-13 13:29:10,en,"Shout out and special thanks to Ruby at reception, Fir at the amazing infinity pool and Din and his colleagues whose name I forgot at the concierge desk. They recommended we have dinner at Podi & Poriyal which was our favourite restaurant in Singapore."
Ahmad Bilal Mawardi,4/5,The mall is located opposite the Marina Bay Hotel.  yesterday stopped by to invite my daughter to play on the light canvas.  the place is suitable for relaxing to enjoy the sunset while drinking a cup of coffee or a glass of beer.  there's a river in this mall too and we can pay 10 $ to get around the river on a boat ... 😁 …,"6 years ago on
Google",Google,2025-09-13 13:29:10,en,The mall is located opposite the Marina Bay Hotel.  yesterday stopped by to invite my daughter to play on the light canvas.  the place is suitable for relaxing to enjoy the sunset while drinking a cup of coffee or a glass of beer.  there's a river in this mall too and we can pay 10 $ to get around the river on a boat ... 😁 …
Eric Lam,5/5,"MBS has a lot of different ships to suit budgets and needs for lots of different consumers - which is great 👍🏻

They cater to high end retail with luxury bag/apparel brands , as well as numerous high end watch brands but also cater to the other end and everything in between 🤗

Loads of eateries and a massive food court - means that dining options are extensive 🤤

Also there’s an indoor water vortex plus a water canal that you can ride a gondola on inside the shopping centre 😊","2 years ago on
Google",Google,2025-09-13 13:29:10,en,"MBS has a lot of different ships to suit budgets and needs for lots of different consumers - which is great 👍🏻

They cater to high end retail with luxury bag/apparel brands , as well as numerous high end watch brands but also cater to the other end and everything in between 🤗

Loads of eateries and a massive food court - means that dining options are extensive 🤤

Also there’s an indoor water vortex plus a water canal that you can ride a gondola on inside the shopping centre 😊"
IZZAD HELMY,5/5,"One of the ""Atas"" shopping area as mentioned by the locals here.

The Shoppes located within Marina Bay Sands Hotel is one of the many shopping belts in downtown Singapore. It boasts luxury brand boutiques within its malls therein.

Its is easily accessible for tourist due to its strategic location and its iconic design which can be seen from a few clicks away. (It is also considered one of Singapore's iconic landmarks/skylines)

Parking space are aplenty for both hotel guests and shoppers alike.","4 years ago on
Google",Google,2025-09-13 13:29:16,en,"One of the ""Atas"" shopping area as mentioned by the locals here.

The Shoppes located within Marina Bay Sands Hotel is one of the many shopping belts in downtown Singapore. It boasts luxury brand boutiques within its malls therein.

Its is easily accessible for tourist due to its strategic location and its iconic design which can be seen from a few clicks away. (It is also considered one of Singapore's iconic landmarks/skylines)

Parking space are aplenty for both hotel guests and shoppers alike."
Phillip Mendoza,5/5,Stayed for 2 nights and had a wonderful time. Lots of food to choose on their breakfast at The Rise. The Infinity Pool is awesome!,"2 years ago on
Google",Google,2025-09-13 13:29:23,en,Stayed for 2 nights and had a wonderful time. Lots of food to choose on their breakfast at The Rise. The Infinity Pool is awesome!
Natasya Rizkika ananta,5/5,"The most famous place in singapore. Located at the mall and also many things could see in lobby. Such as casino, food, stores, even mrt station
At the top there is famour ce la vie bar. Its awesome here","3 years ago on
Google",Google,2025-09-13 13:29:30,en,"The most famous place in singapore. Located at the mall and also many things could see in lobby. Such as casino, food, stores, even mrt station
At the top there is famour ce la vie bar. Its awesome here"
Khushi Sanghavi,4/5,"Being indians , we love the rooftop pool experience most and the shopping happening below was fun to witness. Also how could finding taxis be so difficult here...but other than that awesome, I guess staycation was more enjoyful if we could've taken photos of ourself inside the sea . But they didn't give.","3 years ago on
Google",Google,2025-09-13 13:29:30,en,"Being indians , we love the rooftop pool experience most and the shopping happening below was fun to witness. Also how could finding taxis be so difficult here...but other than that awesome, I guess staycation was more enjoyful if we could've taken photos of ourself inside the sea . But they didn't give."
Vivian,5/5,"I was a little hesitated to book a staycation due to COVID restrictions means no dining-in, restaurants and gyms are closed. However I never regret this experience!! I booked a 2-night stay Premium King Garden View under the healthcare worker promotion and stayed at the 38th floor. The frontdesk staff Jia Yi and Swati’s service was excellent and smooth. The unforgettable In-room breakfast was AMAZING plus the view from the balcony! We even received a big and filling anniversary cake and chocolates which made our stay so memorable. Overall service is the best we experienced and 10/10 would recommend and come back for another staycation!!","4 years ago on
Google",Google,2025-09-13 13:29:30,en,"I was a little hesitated to book a staycation due to COVID restrictions means no dining-in, restaurants and gyms are closed. However I never regret this experience!! I booked a 2-night stay Premium King Garden View under the healthcare worker promotion and stayed at the 38th floor. The frontdesk staff Jia Yi and Swati’s service was excellent and smooth. The unforgettable In-room breakfast was AMAZING plus the view from the balcony! We even received a big and filling anniversary cake and chocolates which made our stay so memorable. Overall service is the best we experienced and 10/10 would recommend and come back for another staycation!!"
Serge,5/5,Capture this photo during national day!,"3 weeks ago on
Google",Google,2025-09-13 13:29:36,en,Capture this photo during national day!
Albert Gillett,5/5,"Sorry to say we didn't stay but the Marina Bay Sands is a marvellous place the views are spectacular M,B,S. Is definitely a must for anyone visiting Singapore👍","2 years ago on
Google",Google,2025-09-13 13:29:36,en,"Sorry to say we didn't stay but the Marina Bay Sands is a marvellous place the views are spectacular M,B,S. Is definitely a must for anyone visiting Singapore👍"
Stephen Ng,4/5,"Our stay at MBS Tower 1 during 9/9 - 12/9 was being well served by mr Dean, miss Ming Rong and miss Ling Qing, they were very polite and patience and the room service were well done. Their attitude are very positive, our stay at MBS were very happy. They have done a great job and they can be groom to the next level.","3 years ago on
Google",Google,2025-09-13 13:29:43,en,"Our stay at MBS Tower 1 during 9/9 - 12/9 was being well served by mr Dean, miss Ming Rong and miss Ling Qing, they were very polite and patience and the room service were well done. Their attitude are very positive, our stay at MBS were very happy. They have done a great job and they can be groom to the next level."
Anand Ingle,5/5,"Singapore's signature landmark. Beautiful and bustling. Having premium stores and cafes.
You can buy famous bacha coffee.
Have a dinner on top of the building. Watch the light and sound show at night.
Known for EXPO's.","2 years ago on
Google",Google,2025-09-13 13:29:50,en,"Singapore's signature landmark. Beautiful and bustling. Having premium stores and cafes.
You can buy famous bacha coffee.
Have a dinner on top of the building. Watch the light and sound show at night.
Known for EXPO's."
iWill,3/5,"Lots of high end shops here. Tourist trap basically. Food court I made piss poor decisions. I got the curry closest to the left as you walk toward it. The taste was a mixture of conflicting spices that made the sauce not so rich and delicious but rather thin, over powering with a bitter/tannin after taste on the tongue. Personally love dipping and would say I have a generally accepting palate for curry and can respect any decent butter chicken, Tika Masala, gram masala etc, but this place was bad. What got me was their fresh cooked tandoori Naan. The Naan was decent, but the butter chicken was just awful. Went to the Ramen joint across the way... poor decision.  It said #1 Ramen in the world... what is wrong with me? Too trusting I guess. Ramen was nothing to write home about. The crispy corn was basically ribbed corn on the cob fried with tapioca or corn starch powder. Lacked flavor. Got seaweed fried for my kiddo, unsalted not crispy... enough said.
Besides my poor food choices, the place was interesting to walk around. The casino is in there if that's a vice u like. All in all, it's like a urban hiking trip. Fun to window shop but you should really hit the hawker center for food. Satay stalls open at 0530pm~ Don't forget to go outside and take pics~

Peace,

~iWill","2 years ago on
Google",Google,2025-09-13 13:29:56,en,"Lots of high end shops here. Tourist trap basically. Food court I made piss poor decisions. I got the curry closest to the left as you walk toward it. The taste was a mixture of conflicting spices that made the sauce not so rich and delicious but rather thin, over powering with a bitter/tannin after taste on the tongue. Personally love dipping and would say I have a generally accepting palate for curry and can respect any decent butter chicken, Tika Masala, gram masala etc, but this place was bad. What got me was their fresh cooked tandoori Naan. The Naan was decent, but the butter chicken was just awful. Went to the Ramen joint across the way... poor decision.  It said #1 Ramen in the world... what is wrong with me? Too trusting I guess. Ramen was nothing to write home about. The crispy corn was basically ribbed corn on the cob fried with tapioca or corn starch powder. Lacked flavor. Got seaweed fried for my kiddo, unsalted not crispy... enough said.
Besides my poor food choices, the place was interesting to walk around. The casino is in there if that's a vice u like. All in all, it's like a urban hiking trip. Fun to window shop but you should really hit the hawker center for food. Satay stalls open at 0530pm~ Don't forget to go outside and take pics~

Peace,

~iWill"
Paul Young,5/5,Really nice place to walk around and enjoy,"Edited a month ago on
Google",Google,2025-09-13 13:30:03,en,Really nice place to walk around and enjoy
Syarifah Muna Akma Razmi,4/5,"It is a place where luxurious things are gathered. Expensive items such as branded bags, watches, and perfumes are all here. There are also several tourist spots nearby.","2 years ago on
Google",Google,2025-09-13 13:30:10,en,"It is a place where luxurious things are gathered. Expensive items such as branded bags, watches, and perfumes are all here. There are also several tourist spots nearby."
Ravi Kanodia,5/5,One of the gigantic casinos I hVe ever visited..!! Love the way & enthusiasm with which people play here. Staffs are professional & super friendly. Operates 24×7. Just carry your passport if u are a foreigner. No entry charges.. Free flow of complimentary non-alcoholic beverages/drinks 🍵 ...A must visit place if one comes to SINGAPORE 🇸🇬 Try ur LUCK 💯🌟,"Edited 5 years ago on
Google",Google,2025-09-13 13:30:16,en,One of the gigantic casinos I hVe ever visited..!! Love the way & enthusiasm with which people play here. Staffs are professional & super friendly. Operates 24×7. Just carry your passport if u are a foreigner. No entry charges.. Free flow of complimentary non-alcoholic beverages/drinks 🍵 ...A must visit place if one comes to SINGAPORE 🇸🇬 Try ur LUCK 💯🌟
Karl Chern,3/5,"Still my favorite choice for short stay despite the Covid inflicted measures and the consequential inconveniences.
Missed the unlimited access to Skypool and the delicious variety of international buffet spread at Rise.
No comments on the Casino, as I have never step in since it's opening.
Enjoy relaxing in Deluxe Room, with balcony facing the Garden by the Bay & seaview. At evening, enjoy strolling before & after dinner. Either window shopping, enjoy the beautiful night litted business district or the Gardens by the Bay...looking forward to the Tower 4 annex block.","3 years ago on
Google",Google,2025-09-13 13:30:23,en,"Still my favorite choice for short stay despite the Covid inflicted measures and the consequential inconveniences.
Missed the unlimited access to Skypool and the delicious variety of international buffet spread at Rise.
No comments on the Casino, as I have never step in since it's opening.
Enjoy relaxing in Deluxe Room, with balcony facing the Garden by the Bay & seaview. At evening, enjoy strolling before & after dinner. Either window shopping, enjoy the beautiful night litted business district or the Gardens by the Bay...looking forward to the Tower 4 annex block."
Danish Hchchi,5/5,Always the best airport in the world 🌎 …,"5 months ago on
Google",Google,2025-09-13 13:30:30,en,Always the best airport in the world 🌎 …
Bitcoin Miner,5/5,Great shopping experience while staying at MBS Hotel. Good quality merchandise and awesome service. Ms Tiffany(Hope I got her name right) was so sincere in serving us that we bought the bag even though it wasn't in our shopping list. Hope to see you soon! We'll be back soon for our Christmas shopping!,"6 years ago on
Google",Google,2025-09-13 13:30:30,en,Great shopping experience while staying at MBS Hotel. Good quality merchandise and awesome service. Ms Tiffany(Hope I got her name right) was so sincere in serving us that we bought the bag even though it wasn't in our shopping list. Hope to see you soon! We'll be back soon for our Christmas shopping!
Chung Tsai,4/5,"Environment is luxury,the room face marina bay that view is  extraordinary,room is big also,but no breakfast include.the room design style is a bit old school ,sky pool is amazing,you can swim in the sky
,once in life can experience for it，casino is huge and luxury, marina bay night view is gorgeous,at the night also can try to go to roof top pub name is celavi,having a nice view . Music and wine","Edited 5 years ago on
Google",Google,2025-09-13 13:30:30,en,"Environment is luxury,the room face marina bay that view is  extraordinary,room is big also,but no breakfast include.the room design style is a bit old school ,sky pool is amazing,you can swim in the sky
,once in life can experience for it，casino is huge and luxury, marina bay night view is gorgeous,at the night also can try to go to roof top pub name is celavi,having a nice view . Music and wine"
Abhivarmmen Yoheswaran,5/5,"Marina Bay Sands is a standout destination in Singapore:

• The iconic hotel towers offer luxurious rooms with breathtaking city skyline views, a perfect blend of comfort and spectacle.
• The SkyPark, perched atop the towers, is a remarkable feat of engineering, offering panoramic views, an awe-inspiring infinity pool, and top-notch dining options.
• The Shoppes at Marina Bay Sands is a shopping haven, home to high-end boutiques and designer brands such as Chanel, Louis Vuitton, and Prada.
• The nightly light show outside in the bay is a dazzling spectacle, illuminating the night sky with a stunning array of colors.
• ArtScience Museum, situated within the complex, fascinates with its lotus-like design and an innovative mix of art and science exhibits.
• Sands Theatre hosts a variety of performances, from Broadway musicals to renowned concerts.

Marina Bay Sands is truly an architectural marvel offering a world of luxury, entertainment, and unforgettable experiences - the epitome of Singapore’s vibrant spirit!","2 years ago on
Google",Google,2025-09-13 13:30:36,en,"Marina Bay Sands is a standout destination in Singapore:

• The iconic hotel towers offer luxurious rooms with breathtaking city skyline views, a perfect blend of comfort and spectacle.
• The SkyPark, perched atop the towers, is a remarkable feat of engineering, offering panoramic views, an awe-inspiring infinity pool, and top-notch dining options.
• The Shoppes at Marina Bay Sands is a shopping haven, home to high-end boutiques and designer brands such as Chanel, Louis Vuitton, and Prada.
• The nightly light show outside in the bay is a dazzling spectacle, illuminating the night sky with a stunning array of colors.
• ArtScience Museum, situated within the complex, fascinates with its lotus-like design and an innovative mix of art and science exhibits.
• Sands Theatre hosts a variety of performances, from Broadway musicals to renowned concerts.

Marina Bay Sands is truly an architectural marvel offering a world of luxury, entertainment, and unforgettable experiences - the epitome of Singapore’s vibrant spirit!"
